ثمَّ نَادَى بِأَعْلَى صَوته أَلا إني قد خلعت عليا وَمُعَاوِيَة وبرئت من حكمهمَا ثمَّ قَاتل أَصْحَاب على حَتَّى قَتله قوم من همذان ثمَّ أن الْخَوَارِج بعد رُجُوع على من صفّين إلى الْكُوفَة انحازوا إلى حرورا وهم يَوْمئِذٍ اثْنَا عشر الْفَا وَلذَلِك سميت الْخَوَارِج حرورية وزعيمهم يَوْمئِذٍ عبد الله بن كوا وشبت بن ربعى,"He then cried at the top of his voice: ""Verily have I given up allegiance to ‘All and Mu‘awiyah, and am therefore not bound by their decision."" It was while fighting the followers of ‘All that he was killed by some men from Hamadhan. As for the Khawarij, who then numbered twelve thousand, after the return of ‘All from Siffin to al-Kufah, they broke up camp and went to Harura. This is why the Khawarij are called Haruriyah. Their leaders at the time were ‘Abdallah ibn-Kauwa and Shibt ibn-Rab‘i."
وَخرج اليهم على وناظرهم ووضحت حجَّته عَلَيْهِم فاستأمن اليه ابْن الكوا مَعَ عشرَة من الفرسان وانحاز الْبَاقُونَ مِنْهُم إلى النهروان وَأمرُوا على أنفسهم رجلَيْنِ أَحدهمَا عبد الله بن وهب الراسبى وَالْآخر حرقوص بن زُهَيْر البَجلِيّ العرني الْمَعْرُوف بذى الثدية,"‘Ali came against them and plead with them, and his arguments prevailed so that ibn-al-Kauwa put himself under ‘All’s protection with ten horsemen while the rest of them went to al-Nahrawan, and made two men commanders over them: ‘Abdallah ibn- Wahab al-Rasibi, and Hurkus ibn-Zuhair al-Bajall al- ‘Uranl known as dhu-l-Thudaiah."
والتقوا فِي طريقهم إلى نهروان بِرَجُل رَأَوْهُ يهرب مِنْهُم فأحاطوا بِهِ وَقَالُوا لَهُ من أَنْت قَالَ انا عبد الله بن حباب بن الْأَرَت فَقَالُوا لَهُ حَدثنَا حَدِيثا سمعته عَن أَبِيك عَن رَسُول الله صلى الله عليه وسلم فَقَالَ سَمِعت أبي يَقُول قَالَ رَسُول الله صلى الله عليه وسلم سَتَكُون فتْنَة الْقَاعِد فِيهَا خير من الْقَائِم والقائم خير من الماشى والماشى خير من الساعى فَمن اسْتَطَاعَ أن يكون فِيهَا مقتولا فَلَا يكونن قَاتلا,"On their way through Nahrawan they discovered a man who was fleeing from them and having surrounded him, they said, ""Who art thou?"" He answered, “I am ‘Abdallah ibn-Hubab ibn-al- ’Aratt."" ""Tell us,"" said they, ""a tradition which thou didst hear from thy father and which he heard from the prophet of Allah."" He said, ""I have heard my father say that the prophet of Allah said, ‘There will be a civil war during which he who sits will be better than he who stands, and he who stands than he who walks, and he who walks better than he who runs, and whoever is able to be killed, let him not be a slayer.’"
فَشد عَلَيْهِ رجل من الْخَوَارِج يُقَال لَهُ مسمع بن قدلي بِسَيْفِهِ فَقتله فَجرى دَمه فَوق مَاء النَّهر كالشراك إلى الْجَانِب الآخر ثمَّ إِنَّهُم دخلُوا منزله وَكَانَ فِي الْقرْيَة الَّتِي قَتَلُوهُ على بَابهَا فَقتلُوا وَلَده وجاريته أم وَلَده ثمَّ عسكروا بنهروان,"""Then a man of the Khawarij, called Masma‘ ibn-Kadall, fell upon him with his sword and killed him, and his blood flowed in a streak over the water of the river to the other side. They then entered his house which was in the village, before the gate of which they had killed him, and put his child to death, as well as his slave (concubine), the mother of his child. They then encamped in Nahrawan."
وانْتهى خبرهم إلى على رضي الله عنه فَسَار اليهم فِي أَرْبَعَة ألف من أَصْحَابه وَبَين يَدَيْهِ عدى بن حَاتِم الطائى وَهُوَ يَقُول,"When news of them reached ‘All he started against them with forty thousand of his followers, accompanied by 'Adi ibn-Hatim al-Ta’i, who said:"
… نسير إذا مَا كاع قوم وبلدوا,"“When people fall back and slink away, we come with banners of truth fluttering like eagles,"
برايات صدق كالنسور الخوافق … إلى شَرّ قوم من شراة تحزبوا,"Against the worst of Schismatics, who have gathered together to make war on the God of men, the Lord of the East,"
وعادوا إِلَه النَّاس رب الْمَشَارِق … طغاة عماة مارقين عَن الْهدى,"Against the erring and the blind and the forsakers of true guidance, all of whom reject his word, and are unrighteous."
وكل ينفى قَوْله غير صَادِق … وَفينَا على ذُو المعالى يقودنا,"And among us is ‘All, of excellent virtue, who leads us against them openly with shining swords.”"
اليهم جهارا بِالسُّيُوفِ البوارق …,
فَلَمَّا قرب على مِنْهُم أرسل اليهم على أن سلمُوا قَاتل عبد الله ابْن حباب فأرسلوا اليه إِنَّا كلنا قَتله وَلَئِن ظفرنا بك قتلناك فَأَتَاهُم على فِي جَيْشه وبرزوا اليه يجمعهُمْ,"On arriving, 'All sent word to them saying, ""Hand over the slayer of 'Abdallah ibn-Hubbab."" The answer came back, ""Lo, all of us killed him, and verily if we had won the victory over thee, we should have killed thee’ Whereupon 'All attacked them with his army, and they appeared before him en masse."
فَقَالَ لَهُم قبل الْقِتَال مَإذا نقمتم منى فَقَالُوا لَهُ اول مَا نقمنا مِنْك أَنا قاتلنا بَين يَديك يَوْم الْجمل فَلَمَّا انهزم أَصْحَاب الْجمل أبحت لنا مَا وجدنَا فِي عَسْكَرهمْ من المَال ومنعتنا من سبى نِسَائِهِم وذراريهم,"But before fighting he said to them, ""What makes you seek revenge from me?"" They answered, ""We seek revenge from thee, first of all, because we fought for thee in the Battle of the Camel, and when the Followers of the Camel were put to flight thou didst permit us [to keep] what we had Avon [in the way] of booty from their soldiers, but thou didst forbid our taking possession of their women and their children."
فَكيف استحللت مَالهم دون النِّسَاء والذرية فَقَالَ إِنَّمَا أبحت لكم أَمْوَالهم بَدَلا عَمَّا كَانُوا أَغَارُوا عَلَيْهِ من بَيت مَال الْبَصْرَة قبل قدومى عَلَيْهِم وَالنِّسَاء والذرية لم يقاتلونا وَكَانَ لَهُم حكم الإسلام بِحكم دَار الإسلام وَلم يكن مِنْهُم ردة عَن الإسلام وَلَا يجوز استرقاق من لم يكفر,"Why didst thou permit us their goods and exclude their women and children?""'All answered: ""I allowed their possessions to be seized only in exchange for what they had robbed from the treasury in al-Basrah before I came to them. But as to the women and the children, they were not fighting us. And therefore the regulations of Islam, made within the territory of Islam, Dar al-Islam, should be applied to them. None of them had apostatized from Islam, and it is not permitted to make slaves of those who are not unbelievers."
وَبعد لَو أبحت لكم النِّسَاء أَيّكُم يَأْخُذ عَائِشَة في سَهْمه فَخَجِلَ الْقَوْم من هَذَا ثمَّ قَالُوا لَهُ نقمنا عَلَيْك محو إمرة أَمِير الْمُؤمنِينَ على اسْمك فِي الْكتاب بَيْنك وَبَين مُعَاوِيَة لما نازعك مُعَاوِيَة فِي ذَلِك,"Moreover, if I had allowed you to take the women, which one of you would have taken ‘A’ishah as his share?"" The people being shamefully silenced by this, said to him, ""Secondly, we seek revenge from thee for not using the Commander of the Faithful in connection with thy name, in the correspondence between thee and Mu‘awiyah, when the latter disputed with thee in regard to such power.'"
فَقَالَ فعلت مثل مَا فعل رَسُول الله صلى الله عليه وسلم يَوْم الْحُدَيْبِيَة حِين قَالَ لَهُ سُهَيْل بن عَمْرو لَو علمت انك رَسُول الله لما نازعتك وَلَكِن اكْتُبْ بِاسْمِك وَاسم ابيك فَكتب هَذَا مَا صَالح عَلَيْهِ مُحَمَّد بن عبد الله وَسُهيْل بن عَمْرو,"He answered, ""I followed the example of the prophet of Allah oil the day of al-Hudaibiyah, when Suhail ibn-Amr said to him, ‘ Had I known that thou art the prophet of Allah, I would not have disputed with thee, but write down thy name and the name of thy father!’ Accordingly the Prophet wrote, ‘It is this upon which we, Muhammad ibn-Abdallah and Suhail ibn-Amr, have agreed.’"
وأخبرني رَسُول الله صلى الله عليه وسلم أن لى مِنْهُم يَوْمًا مثل ذَلِك فَكَانَت قصتي فِي هَذَا مَعَ الْأَبْنَاء قصَّة رَسُول الله صلى الله عليه وسلم مَعَ الْآبَاء فَقَالُوا لَهُ فَلم قلت لِلْحكمَيْنِ أن كنت أهلا للخلافة فأثبتاني فَإِن كنت فِي شكّ من خلافتك فغيرك بِالشَّكِّ فِيك اولى,"The prophet of Allah told me that the same would happen to me, in connection with them; so my experience with the sons is the same as that of the prophet of Allah with the fathers."" They then went on to say to ‘Ali, ""Why didst thou say to the two judges, ‘If I am worthy of the caliphate, then confirm me in it?’ for if thou showest doubt concerning thy caliphate, then others (than thou) will have even more right to be in doubt concerning thee."""
فَقَالَ إِنَّمَا أردْت بذلك النصفة لمعاوية وَلَو قلت لِلْحكمَيْنِ احكما لى بالخلافة لم يرض بذلك مُعَاوِيَة وَقد دَعَا رَسُول الله عليه السلام نَصَارَى نَجْرَان إلى المبأهلة وَقَالَ لَهُم تَعَالَوْا نَدع ابناءنا وأبناءكم وَنِسَاءَنَا ونساءكم وأنفسنا وأنفسكم ثمَّ نبتهل فَنَجْعَل لعنة الله على الْكَاذِبين,"To this ‘All replied: ""On that occasion I desired only justice to Mu‘awiyah, for if I had said to the two judges, ‘Choose me for caliph,’ Mu‘awiyah would not have been satisfied. Verily the prophet of Allah challenged the Christians of Najran to invoke the curse of God on the lying faction, saying, ""Come, let us summon our sons and your sons, our wives and your wives, and ourselves and yourselves. Then we will invoke and lay the malison of Allah on those who lie/ (Surah 3, v. 54.)"
فانصفهم بذلك عَن نَفسه وَلَو قَالَ ابتهل فَاجْعَلْ لعنة الله عَلَيْكُم لم يرض النَّصَارَى بذلك لذَلِك أنصفت انا مُعَاوِيَة من نفسى وَلم أدر غدر عَمْرو بن الْعَاصِ قَالُوا فَلم حكمت الْحكمَيْنِ فِي حق كَانَ لَك فَقَالَ وجدت رَسُول الله صلى الله عليه وسلم قد حكم سعد بن معَاذ في بنى قُرَيْظَة وَلَو شَاءَ لم يفعل,"In doing this he showed justice to them even at his own expense, for if he had said, ‘I curse and ask the curse of Allah upon you/ the Christians would not have been satisfied. It is for this reason that I, in turn, was just with Mu‘awiyah. Nor do I understand the treachery of ‘Amr ibn-al-‘Asi."" They then said, ""Why didst thou entrust the arbitration to the two judges when the right was on thy side?"" And he said, ""I found that the Prophet of Allah had once entrusted to Sa‘d ibn-Mu‘adh the arbitration of the case of the banu-Kuraizah, although had he wished he need not have done it."
وأقمت أَنا أيضا حكما لَكِن حكم رَسُول الله عَلَيْهِ السَّلَام حكم بِالْعَدْلِ وحكمي خدع حَتَّى كَانَ من الامر مَا كَانَ فَهَل عنْدكُمْ شَيْء سوى هَذَا فَسكت الْقَوْم وَقَالَ اكثرهم صدق وَالله وَقَالُوا التَّوْبَة وَاسْتَأْمَنَ اليه مِنْهُم يَوْمئِذٍ ثَمَانِيَة الف وَانْفَرَدَ مِنْهُم أَرْبَعَة الآف بقتاله مَعَ عبد الله بن وهب الراسبي وحرقوص بن زُهَيْر البجلي,"In like manner I chose a judge, but the judge of the Prophet judged justly, whereas my judge was cheated— which led to evil results. Have you any complaints beside this?"" The people were silent. Most of them said, “By Allah, he speaketh the truth."" And they said, ""We repent."" So on that day eight thousand put themselves under his control while four thousand withdrew to take part in the fight against him headed by ‘Abdallah ibn-Wahb al-Rasibi and Hurkus ibn-Zuhair al-Bajali."
وَقَالَ على للَّذين استأمنوا اليه اعتزلوني فِي هَذَا الْيَوْم وَقَاتل الْخَوَارِج بالذين قدمُوا مَعَه من الْكُوفَة وَقَالَ لأصحاب قاتلوهم فوالذي نفسى بِيَدِهِ لَا يقتل منا عشرَة وَلَا ينجو عشرَة مِنْهُم,"Then ‘Ali said to those who had put themselves under his control, ""Withdraw from me for this one day."" And he fought the Khawarij with those who had come with him from al- Kufah. He commanded his followers to fight them, saying, ""By him in whose hand is my soul not ten of us will be killed, and not ten of them will escape."""
فَقتل من أَصْحَاب على يَوْمئِذٍ تِسْعَة وهم دويبية بن وبرة البجلي وَسعد بن مجَالد السيبعى وَعبد الله بن حَمَّاد الجهيرى ورقانة بن وَائِل الارجي والفياض بن خَلِيل الازدى وكبسوم بن سَلمَة الْجُهَنِىّ وَعتبَة بن عبيد الخلاوني وَجَمِيع بن جشم الكندى وحبِيب بن عَاصِم الأودى قتل هَؤُلَاءِ التِّسْعَة تَحت راية على رضى الله عَنهُ فَحسب,"As a matter of fact, nine of the followers of ‘Ali were killed on that day. These were Duwaibiyah ibn-Wabrah al-Bajali, Sa‘d ibn- Mujalid al-Saiba‘i, ‘Abdallah ibn-Hammad al-Juhairi, Rukanah ibn-Wa’il al-Arjl, al-Faiyad ibn-Khaili al-Azdi, Kaisum ibn-Salamah al-Juhani, ‘Utbah ibn-‘Ubaid al- Khaulani, Jami‘ ibn-Jusham al-Kindi, and Habib ibn-‘Asem al-’Audi. These nine were killed under the flag of ‘Ali—and no more."
وبرز حرقوص بن زُهَيْر إلى على وَقَالَ يَا بن أَبى طَالب وَالله لَا نُرِيد بقتالك إِلَّا وَجه الله وَالدَّار الْآخِرَة وَقَالَ لَهُ على بل مثلكُمْ كَمَا قَالَ الله عز وجل {هَل ننبئكم بالأخسرين أعمالا الَّذين ضل سَعْيهمْ فِي الْحَيَاة الدُّنْيَا وهم يحسبون أَنهم يحسنون صنعا},"In the course of the conflict, Hurkus ibn-Zuhair presented himself before ‘All and said, “O son of abu-Talib, by Allah, we do not wish to fight with thee except for the sake of Allah and the other world.’’ And ‘All said to him, ""Verily to you applies the word of Allah, ‘ Shall we tell you who they are that have lost their labor most; whose aim in the present life hath been mistaken, and who deem that what they do is right?’ (Surah 18, v. 103-104.)"
مِنْهُم أَنْتُم وَرب الْكَعْبَة ثمَّ حمل عَلَيْهِم فِي أَصْحَابه وَقتل عبد الله بن وهب فِي المبارزة وصرع ذُو الثدية عَن فرسه وَقتلت الْخَوَارِج يَوْمئِذٍ فَلم يفلت مِنْهُم غير تِسْعَة أنفس صَار مِنْهُم رجلَانِ إلى سجستان وَمن اتباعهما خوارج سجستان ورجلان صَارا إلى الْيمن,"By the Lord of the Ka‘bah, you are among those referred to in the text."" ‘Ali then attacked them with his followers, and ‘Abdallah ibn-Wahb was killed in a duel, and Dhu-l-Thudyah was thrown from his horse. Most of the Khawarij were killed that day, only nine of them escaping. Two of these went to Sijistan where the present Khawarij are their followers. And two went to al-Yaman."
وَمن أتباعهما أباضية الْيمن ورجلان صَارا إلى عمان وَمن اتباعهما خوارج عمان ورجلان صَارا إلى نَاحيَة الجزيرة وَمن اتباعهما كَانَ خوارج الجزيرة وَرجل مِنْهُم صَار إلى تل مورون,"The Ibadiyah of al-Yaman are their followers. Two went to ‘Uman and founded the sect of Khawarij there. Two went to the region of al-jazirah (Mesopotamia), and the Khawarij of al-jazirah are their followers. And one went to Tell Mauzan."
وَقَالَ علي لأصحابه يَوْمئِذٍ اطْلُبُوا ذَا الثدية فوجدوه تَحت دالية وَرَأَوا تَحت يَده عِنْد الابط مثل ثدى المرأة فَقَالَ صدق الله وَرَسُوله وَأمر فَقتل فَهَذِهِ قصَّة المحكمة الأولى وَكَانَ دينهم كفار على وَعُثْمَان وَأَصْحَاب الْجمل وَمُعَاوِيَة واصحابه والحكمين وَمن رضى بالتحكيم وإكفار كل ذي ذَنْب ومعصية,"On that day ‘All said to his followers, ""Seek Dhu-l-Thudyah.""They found him under a vine- tree, and they saw under his arm, near the armpit, something like the breast of a woman. Whereupon ‘All said, “The word of Allah and his Prophet have come true;"" and in accordance with ‘Air’s desire he was put to death. This is the story of the First Muhakkimah. Then the First Muhakkimah declared as unorthodox ‘All and ‘Uthman, the Followers of the Camel, Mu‘awiyah and his followers, the two judges, and whoever agrees with their decision; as well as all sinful and disobedient men."
ثمَّ خرج على علي بعد ذَلِك من الخوراج جمَاعَة كَانُوا على رَأْي المحكمة الأولى مِنْهُم أَشْرَس بن عَوْف وَخرج عَلَيْهِ بالأنبار وغلفة التيمي من تيم عدى خرج عَلَيْهِ بماسيذان والاشهب بن بشر العرنى خرج عَلَيْهِ بَحر جرايا وَسعد بن قفل خرج عَلَيْهِ بِالْمَدَائِنِ وابو مَرْيَم السعدى خرج عَلَيْهِ فِي سَواد الْكُوفَة فَاخْرُج على إلى كل وَاحِد مِنْهُم جَيْشًا مَعَ قَائِد حَتَّى قتلوا أُولَئِكَ الْخَوَارِج ثمَّ قتل على رضي الله عنه فِي تِلْكَ السّنة 4 فِي شهر رَمَضَان سنة ثماني وَثَلَاثِينَ من الْهِجْرَة,"Shortly after this, there rebelled against ‘Ali certain Khawarij who were of the same view as the First Muhakkimah. Among them was 'Ashras ibn-‘Auf, who arose against him in al-Anbar, Ghalafah al-Taimi, of Taim ‘Adi, arose against him in Masidhan; al-Ashhab ibn-Bishr al- ‘Urani, in Harjaraya; Sa‘d ibn-Kufl in al-Mada’in, and abu-Maryam al-Sa‘di in Sawad al-Kufah. ‘Ali sent an army with a leader against each one of these Khawarij until all were killed. It was in that same year, in the month of Ramadan, in the thirty-eighth year of the Hijra, that ‘Ali was killed."
فَلَمَّا اسْتَوَت الْولَايَة لمعاوية خرج عَلَيْهِ وعَلى من بعده إلى زمَان الأزارقة قوم كَانُوا على رأى المحكمة الأولى مِنْهُم عبد الله بن جوشا الطائي خرج على مُعَاوِيَة بالنخيلة من سَواد الْكُوفَة فَأخْرج مُعَاوِيَة اليه أهل الْكُوفَة حَتَّى قتلوا اولئك الخوراج ثمَّ خرج عَلَيْهِ حوثرة بن وداع الأسدي وَكَانَ من المستأمنين إلى على يَوْم النهروان فِي سنة احدى وَأَرْبَعين,"When the rule passed over to Mu‘awiyah, there rebelled 62 against him and his followers down to the time of the Azarikah, all who held the same views as the First Muhakkimah. Among these was ‘Abdallah ibn-Jausha al-Ta’i, who arose against Mu‘awiyah in al-Nukhailah, in Sawad al-Kufah. Mu‘awiyah sent men from al-Kufah against him, and killed these Khawarij. Next there arose against him [Mu‘awiyah] Hautharah ibn-Wada‘ al-’Asadi. He was among those who sought the protection of ‘All at the battle of al-Nahrawan, in the forty-first year."
ثمَّ خرج قروة بن نَوْفَل الأشجعي الْمُسْتَوْرد بن عَلْقَمَة التميمي على الْمُغيرَة بن شُعْبَة وَهُوَ يَوْمئِذٍ امير الْكُوفَة من قبل مُعَاوِيَة فقتلا فِي حربه ثمَّ خرج معَاذ بن جرير على الْمُغيرَة فَقتل فِي حربه ثمَّ خرج زِيَاد بن خرَاش العجلى على زِيَاد بن أَبِيه فَقتل فِي حربه وَخرج قريب بن مرّة على عبيد الله بن زِيَاد وَخرج عَلَيْهِ أيضا زحاف بن رحر الطائى واستعرضا النَّاس فِي الطَّرِيق بِالسَّيْفِ,"Then Farwah ibn-Naufal al-Ashja‘ and al-Mustaurid ibn-‘Alkamah al-Tamimi rose against al-Mughirah ibn-Shu‘bah, who was then the governor of al-Kufah under Mu‘awiyah. Both of these were killed in fighting him. Mu‘adh ibn-Jarir next rose against al-Mughirah and was killed in the battle. Then Ziyad ibn-Kharrash al-Ajli arose against Ziyad ibn-Abihi, and was killed during the fight. Kuraib ibn-Murrah with Zahaf ibn-Rahar al-Ta’i arose against ‘Ubaid-Allah ibn- Ziyad. These two put to the sword everyone they met on their way, without distinction."
فَأخْرج بن زِيَاد اليهما بعباد بن الْحصين الحيطي فِي جَيش فَقتلُوا اولئك الْخَوَارِج فَهَؤُلَاءِ هم الْخَوَارِج الَّذين عاونوا على المحكمة الأولى قبل فتْنَة الأزارقة وَالله اعْلَم,"Ibn-Ziyad sent Ubad ibn- al-Husain al-Haiti against them with an army which defeated them. These are the Khawarij who stood by the First Muhakkimah before the time of the strife of the Azarikah, and Allah knows best."
ذكر الأزارقة مِنْهُم,Concerning the Azarikah.
هَؤُلَاءِ اتِّبَاع نَافِع بن الازرق الحنفى المكنى بأبى رَاشد وَلم تكن للخوارج قطّ فرقة اكثر عددا وَلَا أَشد مِنْهُم شَوْكَة والذي جمعهم من الدّين أَشْيَاء مِنْهَا قَوْلهم بِأَن مخالفيهم من هَذِه الإمامة مشركون وَكَانَت المحكمة الأولى يَقُولُونَ إِنَّهُم كفرة لَا مشركون,"These are the followers of Nafi‘ ibn-al-Azrak al-Hanafi, surnamed abu-Rashid. The Khawarij never had a sect which surpassed this in number, nor one that exceeded it in power. In creed they agreed on many points, among which were the following: the assertion that the opponents of this sect, within the Moslem community, were polytheists. The First Muhakkimah had said that such opponents were unbelievers, but not polytheists."
وَمِنْهَا قَوْلهم أن الْقعدَة مِمَّن كَانَ على رَأْيهمْ عَن الْهِجْرَة اليهم مشركون وَإِن كَانُوا على رَأْيهمْ وَكَانَت المحكمة الأولى لَا يكفرون الْقعدَة عَنْهُم إذا كَانُوا على رَأْيهمْ وَمِنْهَا أَنهم أوجبوا امتحان من قصد عَسْكَرهمْ إذا ادّعى أَنه مِنْهُم أن يدْفع اليه اسير من مخالفيهم وأمروه بقتْله,"Secondly, this sect asserted that those followers who abstained from fighting with them, although agreeing in other respects, were polytheists. The First Muhakkimah did not condemn such abstainers, if they agreed with them in other respects. The third point which this sect agreed was that when a soldier appears, claiming that he is one of the sect, the truth of his claim should be proved by bringing to him a captive from the opposing side whom he be commanded to kill."
فَإِن قَتله صدقوه فِي دَعْوَاهُ أَنه مِنْهُم وان لم يقْتله قَالُوا هَذَا مُنَافِق ومشرك وقتلوه وَمِنْهَا أَنهم استباحوا قتل نسَاء مخالفيهم وَقتل أطفالهم ,"If he kills this captive, his claim that he is one of the sect is confirmed; if he refuses to kill the captive, he should be considered a hypocrite and a heretic, and should be put to death. Fourthly, this sect permits the killing of their opponents’ wives, as well as the killing of their children."
وَزَعَمُوا أن الاطفال مشركون وَقَطعُوا بِأَن أَطْفَال مخالفيهم مخلدون فِي النَّار وَاخْتلفُوا فِي أول من أحدث مَا انْفَرَدت الأزارقة بِهِ من إكفار الْقعدَة عَنْهُم وَمن امتحان من قصد عَسْكَرهمْ,"Moreover, they claim that the children of those who oppose them are polytheists and will therefore be in hell- fire forever. What they differ about is the question as to who was the first to put forward the doctrine which is peculiar to the Azarikah, namely, the declaring the Abstainers from war, as unorthodox. They also disagree as regards the originator of the trial of a soldier claiming to be of their army."
فَمنهمْ من زعم أن أول من أحدث ذَلِك مِنْهُم عبد ربه الْكَبِير وَمِنْهُم من قَالَ عبد ربه الصَّغِير وَمِنْهُم من قَالَ أول من قَالَ ذَلِك رجل مِنْهُم اسْمه عبد الله ابْن الْوَضِين وَخَالف نَافِع بن الْأَزْرَق فِي ذَلِك واستتابه مِنْهُ فَلَمَّا مَاتَ ابْن الْوَضِين رَجَعَ نَافِع واتباعه إلى قَوْله وَقَالُوا كَانَ الصَّوَاب مَعَه وَلم يكفر نَافِع نَفسه بِخِلَافِهِ إِيَّاه حِين خَالفه وأكفر من يُخَالِفهُ بعد ذَلِك,"Some of them claim that the first to originate these views was ‘Abd-Rabbihi al-Kabir [the elder], while others say it was 'Abd-Rabbihi al-Saghir [the younger], and still others that the first was one of their men called 'Abdallah ibn-al-Wadin. Nafi' ibn-al-Azrak differed from ibn-al-Wadin and asked him to change his heretical view, but when ibn-al-Wadin died, Nafi' and his followers adopted his view, saying, ""He was in the right."" Nafi did not consider that he had been unorthodox when he differed from ibn-al-Wadin, but he declared that person unorthodox who disagreed after he himself had seen the light."
وَلم يتبرأ من المحكمة الأولى فِي تَركهم إكفار الْقعدَة عَنْهُم وَقَالَ أن هَذَا شيء مَا زلنا دونهم وأكفر من يخالفهم بعد ذَلِك فِي اكفار الْقعدَة عَنْهُم وَزعم نَافِع واتباعه أن دَار مخالفيهم دَار كفر وَيجوز فِيهَا قتل الْأَطْفَال وَالنِّسَاء,"Nor did he separate himself from the First Muhakkimah in their refusing to condemn the Abstainers as unorthodox. He said, 'In regard to this point, we are inferior to them [the Muhakkimah. He therefore condemned as unorthodox those who, after this, opposed him in the matter of condemning the Abstainers as unorthodox. Nafi' and his followers claimed that the home of their opponents, within the Moslem community, was the home of unbelief; and that it is permissible in this home to kill children and women."
وَأنْكرت الأزارقة الرَّجْم وَاسْتَحَلُّوا كفر الْأَمَانَة الَّتِي أَمر الله تَعَالَى بأدائها وَقَالُوا أن مخالفينا مشركون فَلَا يلْزمنَا إذا امانتنا إِلَيْهِم وَلم يقيموا الْحَد على قَاذف الرجل الْمُحصن وأقاموه على قَاذف الْمُحْصنَات من النِّسَاء وَقَطعُوا يَد السَّارِق فِي الْقَلِيل وَالْكثير وَلم يعتبروا فِي السّرقَة نِصَابا,"The Azarikah, however, rejected the stoning of the adulterer, while considering it permissible to deny a trust, the paying of which had been commanded by Allah; the explanation they gave being, ""If our opponents are polytheists, then we do not need to give back a deposit made by them."" Nor do they apply the legal punishment to him who brings a false charge of adultery against a pious man, although they do in the case of a man who accuses pious women. They also cut off the hand of a thief, whether the amount stolen be big or little, thus ignoring the law in regard to the minimum amount of the stolen goods."
وأكفرتهم الإمامة فِي هَذِه الْبدع الَّتِي أحدثوها بعد كفرهم الذي شاركوا فِيهِ المحكمة الأولى فباءوا بِكفْر على كفر كمن بَاء بغضب على غضب وللكافرين عَذَاب مهين ثمَّ الأزارقة بعد اجتماعها على الْبدع الَّتِي حكيناها عَنْهُم بَايعُوا نَافِع بن الازرق وسموه أَمِير الْمُؤمنِينَ وانضم اليهم خوارج عمان واليمان فصاروا اكثر من عشْرين ألفا,"The community has condemned them for this innovation, which they introduced in connection with an unbelief in which the First Muhakkimah shared. In this way one heresy led to another, just as anger incites anger. Unbelievers are doomed to great torture. After the Azarikah had agreed on the innovations which we have mentioned they paid allegiance to Nafi‘ ibn-al-Azrak, who was called the Commander of the Faithful. They were joined by the Khawarij of ‘Uman and al-Yaman, their number amounting to more than twenty thousand."
واستولوا على الأهواز وَمَا وَرَاءَهَا من أَرض فَارس وكرمان وجبوا خراجها وعامل الْبَصْرَة يَوْمئِذٍ عبد الله بن الْحَرْث الخزاعى من قبل عبد الله بن الزبير فَأخْرج عبد الله بن الْحَرْث جَيْشًا مَعَ مُسلم بن عبس بن كريز بن حبيب بن عبد شمس لِحَرْب الأزارقة فاقتتل الْفَرِيقَانِ بدولاب الاهواز فَقتل مُسلم ابْن عبس وَأكْثر أَصْحَابه فَخرج إلى حربهم من الْبَصْرَة عُثْمَان ابْن عبيد الله بن معمر التميمى في ألفى فَارس فهزمته الأزارقة,"They took possession of al-Ahwaz and what is beyond it of the land of Persia and Kirman, collecting its land-tax. The governor of al-Basrah at that time was ‘Abdallah ibn- al-Harith al-Khuza under ‘Abdallah ibn-al-Zubair. ‘Ab-dallah ibn-al-Harith despatched an army with Muslim ibn- 'Abs ibn-Kuraiz'i ibn-Habib ibn-‘Abd-Shams to fight the Azarikah. The two parties met in Dulab al-Ahwaz. In this battle Muslim ibn-‘Abs was killed, together with most of his followers. After this there came against them from al-Basrah ‘Uthman ibn-‘Ubaidallah ibn-Ma'mar al-Tamimi with two thousand horsemen, whom the Azarikah put to flight."
فَخرج اليهم حَارِثَة بن بدر الفداني فِي ثَلَاثَة آلَاف من جند الْبَصْرَة فهزمتهم الأزارقة فَكتب عبد الله بن الزبير من مَكَّة إلى الْمُهلب ابْن أبي صفرَة وَهُوَ يَوْمئِذٍ بخراسان يَأْمُرهُ بِحَرب الأزارقة وولاه ذَلِك فَرجع الْمُهلب إلى الْبَصْرَة وانتخب من جندها عشرَة آلَاف وانضم اليه قومه من الأزد فَصَارَ فِي عشْرين ألفا وَخرج وَقَاتل الأزارقة وَهَزَمَهُمْ عَن دولاب الأهواز إلى الأهواز وَمَات نَافِع ابْن الْأَزْرَق فِي تِلْكَ الْهَزِيمَة,"Then there came against them Harithah ibn-Badr al-Fadani at the head of three thousand from the army of al-Basrah, but the Azarikah put them also to flight. ‘Abdallah ibn-al-Zubair then wrote from Mecca to al-Muhal- lab ibn-abi-Sufrah, who was at that time in Khurasan, commanding him to fight the Azarikah, and making him commander of this affair. So al-Muhallab returned to al- Basrah and chose from its army ten thousand men, and his people of the tribe of al-Azd joined him, making a total of twenty thousand men. This army proceeded to fight the Azarikah and drove them from Dulab al-Ahwaz to al-Ahwaz. It was in this flight that Nafi‘ ibn-al-Azrak died."
